Account,Store,ShipDate,SumOfShipwght,Tour,Store_region,Store_address,store_city
5,98,30-Jul-97,1293.2,#N/A,TX,19935 KATY FREEWAY,KATY
5,98,6-Aug-97,473.4,#N/A,TX,19935 KATY FREEWAY,KATY
5,98,13-Aug-97,1002.12,#N/A,TX,19935 KATY FREEWAY,KATY
5,103,2-Jan-97,364,86,TX,3225 FREEDOM BLVD,BRYAN
5,103,3-Jan-97,126,86,TX,3225 FREEDOM BLVD,BRYAN
5,103,9-Jan-97,1869.28,86,TX,3225 FREEDOM BLVD,BRYAN
5,103,23-Jan-97,2887.68,86,TX,3225 FREEDOM BLVD,BRYAN
5,103,30-Jan-97,373.04,86,TX,3225 FREEDOM BLVD,BRYAN
5,103,7-Feb-97,1022.9,86,TX,3225 FREEDOM BLVD,BRYAN
5,103,13-Feb-97,2392.78,86,TX,3225 FREEDOM BLVD,BRYAN
5,103,17-Feb-97,195.55,86,TX,3225 FREEDOM BLVD,BRYAN
5,103,20-Feb-97,1738.28,86,TX,3225 FREEDOM BLVD,BRYAN
5,103,28-Feb-97,1692.73,86,TX,3225 FREEDOM BLVD,BRYAN
5,103,6-Mar-97,1054.28,86,TX,3225 FREEDOM BLVD,BRYAN
5,103,13-Mar-97,1917.82,86,TX,3225 FREEDOM BLVD,BRYAN
5,103,20-Mar-97,651.72,86,TX,3225 FREEDOM BLVD,BRYAN
5,103,27-Mar-97,1678.8,86,TX,3225 FREEDOM BLVD,BRYAN
5,103,3-Apr-97,604.25,86,TX,3225 FREEDOM BLVD,BRYAN
5,103,10-Apr-97,291.32,86,TX,3225 FREEDOM BLVD,BRYAN
5,103,18-Apr-97,95.72,86,TX,3225 FREEDOM BLVD,BRYAN
5,103,24-Apr-97,477.41,86,TX,3225 FREEDOM BLVD,BRYAN
5,103,1-May-97,202.15,86,TX,3225 FREEDOM BLVD,BRYAN
5,103,8-May-97,2900.88,86,TX,3225 FREEDOM BLVD,BRYAN
5,103,15-May-97,365.8,86,TX,3225 FREEDOM BLVD,BRYAN
5,103,22-May-97,986.39,86,TX,3225 FREEDOM BLVD,BRYAN
5,103,29-May-97,448.2,86,TX,3225 FREEDOM BLVD,BRYAN
5,103,2-Jun-97,-42,86,TX,3225 FREEDOM BLVD,BRYAN
5,103,12-Jun-97,2003.03,86,TX,3225 FREEDOM BLVD,BRYAN
5,103,19-Jun-97,973.3,86,TX,3225 FREEDOM BLVD,BRYAN
5,103,25-Jun-97,-249.85,86,TX,3225 FREEDOM BLVD,BRYAN
5,103,26-Jun-97,274.23,86,TX,3225 FREEDOM BLVD,BRYAN
5,103,7-Jul-97,2018.61,86,TX,3225 FREEDOM BLVD,BRYAN
5,103,10-Jul-97,963.56,86,TX,3225 FREEDOM BLVD,BRYAN
5,103,17-Jul-97,3391.51,86,TX,3225 FREEDOM BLVD,BRYAN
5,103,24-Jul-97,528,86,TX,3225 FREEDOM BLVD,BRYAN
5,103,31-Jul-97,1633.95,86,TX,3225 FREEDOM BLVD,BRYAN
5,103,7-Aug-97,221.25,86,TX,3225 FREEDOM BLVD,BRYAN
5,103,14-Aug-97,4555.4,86,TX,3225 FREEDOM BLVD,BRYAN
5,123,3-Jan-97,285.2,90,LA,3641 EVANGELINE FREEWAY,CARENCRO
5,123,10-Jan-97,285.2,90,LA,3641 EVANGELINE FREEWAY,CARENCRO
5,123,17-Jan-97,331.34,90,LA,3641 EVANGELINE FREEWAY,CARENCRO
5,123,14-Feb-97,2711.16,90,LA,3641 EVANGELINE FREEWAY,CARENCRO
5,123,21-Mar-97,856.23,90,LA,3641 EVANGELINE FREEWAY,CARENCRO
5,123,4-Apr-97,535.33,90,LA,3641 EVANGELINE FREEWAY,CARENCRO
5,123,18-Apr-97,1105.73,90,LA,3641 EVANGELINE FREEWAY,CARENCRO
5,123,2-May-97,1005.35,90,LA,3641 EVANGELINE FREEWAY,CARENCRO
5,123,23-May-97,1957.09,90,LA,3641 EVANGELINE FREEWAY,CARENCRO
5,123,30-May-97,31.01,90,LA,3641 EVANGELINE FREEWAY,CARENCRO
5,123,13-Jun-97,285.2,90,LA,3641 EVANGELINE FREEWAY,CARENCRO
5,123,27-Jun-97,285.2,90,LA,3641 EVANGELINE FREEWAY,CARENCRO
5,123,11-Jul-97,782.14,90,LA,3641 EVANGELINE FREEWAY,CARENCRO
5,123,25-Jul-97,458.2,90,LA,3641 EVANGELINE FREEWAY,CARENCRO
5,123,12-Aug-97,285.2,90,LA,3641 EVANGELINE FREEWAY,CARENCRO
5,137,3-Jan-97,238,90,TX,200 HIGHWAY 332 EAST,LAKE JACKSON
5,137,8-Jan-97,256.7,90,TX,200 HIGHWAY 332 EAST,LAKE JACKSON
5,137,15-Jan-97,168,90,TX,200 HIGHWAY 332 EAST,LAKE JACKSON
5,137,22-Jan-97,84,90,TX,200 HIGHWAY 332 EAST,LAKE JACKSON
5,137,30-Jan-97,432.2,90,TX,200 HIGHWAY 332 EAST,LAKE JACKSON
5,137,5-Feb-97,1783.23,90,TX,200 HIGHWAY 332 EAST,LAKE JACKSON
5,137,12-Feb-97,750.35,90,TX,200 HIGHWAY 332 EAST,LAKE JACKSON
5,137,19-Feb-97,1352.38,90,TX,200 HIGHWAY 332 EAST,LAKE JACKSON
5,137,26-Feb-97,535.33,90,TX,200 HIGHWAY 332 EAST,LAKE JACKSON
5,137,6-Mar-97,766.48,90,TX,200 HIGHWAY 332 EAST,LAKE JACKSON
5,137,13-Mar-97,285.2,90,TX,200 HIGHWAY 332 EAST,LAKE JACKSON
5,137,19-Mar-97,323.17,90,TX,200 HIGHWAY 332 EAST,LAKE JACKSON
5,137,21-Mar-97,93.34,90,TX,200 HIGHWAY 332 EAST,LAKE JACKSON
5,137,27-Mar-97,685.57,90,TX,200 HIGHWAY 332 EAST,LAKE JACKSON
5,137,2-Apr-97,738.32,90,TX,200 HIGHWAY 332 EAST,LAKE JACKSON
5,137,9-Apr-97,513.79,90,TX,200 HIGHWAY 332 EAST,LAKE JACKSON
5,137,15-Apr-97,-285.2,90,TX,200 HIGHWAY 332 EAST,LAKE JACKSON
5,137,16-Apr-97,42,90,TX,200 HIGHWAY 332 EAST,LAKE JACKSON
5,137,23-Apr-97,1514.1,90,TX,200 HIGHWAY 332 EAST,LAKE JACKSON
5,137,24-Apr-97,-285.2,90,TX,200 HIGHWAY 332 EAST,LAKE JACKSON
5,137,30-Apr-97,1759.9,90,TX,200 HIGHWAY 332 EAST,LAKE JACKSON
5,137,7-May-97,424.69,90,TX,200 HIGHWAY 332 EAST,LAKE JACKSON
5,137,14-May-97,672.52,90,TX,200 HIGHWAY 332 EAST,LAKE JACKSON
5,137,21-May-97,2007.24,90,TX,200 HIGHWAY 332 EAST,LAKE JACKSON
5,137,28-May-97,577.95,90,TX,200 HIGHWAY 332 EAST,LAKE JACKSON
5,137,4-Jun-97,494.53,90,TX,200 HIGHWAY 332 EAST,LAKE JACKSON
5,137,12-Jun-97,436.85,90,TX,200 HIGHWAY 332 EAST,LAKE JACKSON
5,137,19-Jun-97,666.89,90,TX,200 HIGHWAY 332 EAST,LAKE JACKSON
5,137,26-Jun-97,293.96,90,TX,200 HIGHWAY 332 EAST,LAKE JACKSON
5,137,2-Jul-97,292.13,90,TX,200 HIGHWAY 332 EAST,LAKE JACKSON
5,137,9-Jul-97,1025.53,90,TX,200 HIGHWAY 332 EAST,LAKE JACKSON
5,137,17-Jul-97,285.2,90,TX,200 HIGHWAY 332 EAST,LAKE JACKSON
5,137,24-Jul-97,397.75,90,TX,200 HIGHWAY 332 EAST,LAKE JACKSON
5,137,31-Jul-97,754.32,90,TX,200 HIGHWAY 332 EAST,LAKE JACKSON
5,137,6-Aug-97,290.9,90,TX,200 HIGHWAY 332 EAST,LAKE JACKSON
5,137,13-Aug-97,447.25,90,TX,200 HIGHWAY 332 EAST,LAKE JACKSON
5,159,15-Jan-97,457.12,#N/A,TX,930 I H 45,CONROE
5,159,22-Jan-97,136.53,#N/A,TX,930 I H 45,CONROE
5,159,29-Jan-97,210,#N/A,TX,930 I H 45,CONROE
5,159,5-Feb-97,48.43,#N/A,TX,930 I H 45,CONROE
5,159,12-Feb-97,137.4,#N/A,TX,930 I H 45,CONROE
5,159,19-Feb-97,803.57,#N/A,TX,930 I H 45,CONROE
5,159,26-Feb-97,683.4,#N/A,TX,930 I H 45,CONROE
5,159,5-Mar-97,84,#N/A,TX,930 I H 45,CONROE
5,159,12-Mar-97,1241.29,#N/A,TX,930 I H 45,CONROE
5,159,19-Mar-97,1137.4,#N/A,TX,930 I H 45,CONROE
5,159,26-Mar-97,462.54,#N/A,TX,930 I H 45,CONROE
5,159,2-Apr-97,250.75,#N/A,TX,930 I H 45,CONROE
5,159,9-Apr-97,241.17,#N/A,TX,930 I H 45,CONROE
5,159,16-Apr-97,1314.45,#N/A,TX,930 I H 45,CONROE
5,159,23-Apr-97,65.55,#N/A,TX,930 I H 45,CONROE
5,159,7-May-97,209.3,#N/A,TX,930 I H 45,CONROE
5,159,14-May-97,301.18,#N/A,TX,930 I H 45,CONROE
5,159,21-May-97,749.93,#N/A,TX,930 I H 45,CONROE
5,159,28-May-97,1498.75,#N/A,TX,930 I H 45,CONROE
5,159,4-Jun-97,703.25,#N/A,TX,930 I H 45,CONROE
5,159,11-Jun-97,614.51,#N/A,TX,930 I H 45,CONROE
5,159,18-Jun-97,1171.63,#N/A,TX,930 I H 45,CONROE
5,159,25-Jun-97,282.1,#N/A,TX,930 I H 45,CONROE
5,159,27-Jun-97,441,#N/A,TX,930 I H 45,CONROE
5,159,9-Jul-97,2211.33,#N/A,TX,930 I H 45,CONROE
5,159,10-Jul-97,508.03,#N/A,TX,930 I H 45,CONROE
5,159,11-Jul-97,86.8,#N/A,TX,930 I H 45,CONROE
5,159,16-Jul-97,571.89,#N/A,TX,930 I H 45,CONROE
5,159,18-Jul-97,207.12,#N/A,TX,930 I H 45,CONROE
5,159,23-Jul-97,245.3,#N/A,TX,930 I H 45,CONROE
5,159,30-Jul-97,430.93,#N/A,TX,930 I H 45,CONROE
5,159,6-Aug-97,146.03,#N/A,TX,930 I H 45,CONROE
5,159,13-Aug-97,546.84,#N/A,TX,930 I H 45,CONROE
5,161,3-Jan-97,541.9,89,LA,735 BAYARD STREET,NEW IBERIA
5,161,17-Jan-97,305.68,89,LA,735 BAYARD STREET,NEW IBERIA
5,161,14-Feb-97,1016.61,89,LA,735 BAYARD STREET,NEW IBERIA
5,161,28-Feb-97,1337.09,89,LA,735 BAYARD STREET,NEW IBERIA
5,161,14-Mar-97,570.4,89,LA,735 BAYARD STREET,NEW IBERIA
5,161,4-Apr-97,1207.51,89,LA,735 BAYARD STREET,NEW IBERIA
5,161,11-Apr-97,2208.52,89,LA,735 BAYARD STREET,NEW IBERIA
5,161,25-Apr-97,285.2,89,LA,735 BAYARD STREET,NEW IBERIA
5,161,9-May-97,540.63,89,LA,735 BAYARD STREET,NEW IBERIA
5,161,23-May-97,790.13,89,LA,735 BAYARD STREET,NEW IBERIA
5,161,6-Jun-97,843.68,89,LA,735 BAYARD STREET,NEW IBERIA
5,161,20-Jun-97,1135.31,89,LA,735 BAYARD STREET,NEW IBERIA
5,161,7-Jul-97,1482.84,89,LA,735 BAYARD STREET,NEW IBERIA
5,161,18-Jul-97,843.68,89,LA,735 BAYARD STREET,NEW IBERIA
5,161,31-Jul-97,285.2,89,LA,735 BAYARD STREET,NEW IBERIA
5,161,14-Aug-97,2655.62,89,LA,735 BAYARD STREET,NEW IBERIA
5,186,17-Jan-97,3.92,91,LA,10303 SOUTH MALL DRIVE,SOUTH BATON ROUGE
5,186,24-Jan-97,116.1,91,LA,10303 SOUTH MALL DRIVE,SOUTH BATON ROUGE
5,186,7-Feb-97,285.2,91,LA,10303 SOUTH MALL DRIVE,SOUTH BATON ROUGE
5,186,14-Feb-97,285.2,91,LA,10303 SOUTH MALL DRIVE,SOUTH BATON ROUGE
5,186,21-Feb-97,2614.37,91,LA,10303 SOUTH MALL DRIVE,SOUTH BATON ROUGE
5,186,28-Feb-97,1747.46,91,LA,10303 SOUTH MALL DRIVE,SOUTH BATON ROUGE
5,186,14-Mar-97,2847.73,91,LA,10303 SOUTH MALL DRIVE,SOUTH BATON ROUGE
5,186,21-Mar-97,189,91,LA,10303 SOUTH MALL DRIVE,SOUTH BATON ROUGE
5,186,28-Mar-97,307.02,91,LA,10303 SOUTH MALL DRIVE,SOUTH BATON ROUGE
5,186,4-Apr-97,564.78,91,LA,10303 SOUTH MALL DRIVE,SOUTH BATON ROUGE
5,186,11-Apr-97,1031.45,91,LA,10303 SOUTH MALL DRIVE,SOUTH BATON ROUGE
5,186,18-Apr-97,378,91,LA,10303 SOUTH MALL DRIVE,SOUTH BATON ROUGE
5,186,25-Apr-97,535.2,91,LA,10303 SOUTH MALL DRIVE,SOUTH BATON ROUGE
5,186,2-May-97,946.53,91,LA,10303 SOUTH MALL DRIVE,SOUTH BATON ROUGE
5,186,9-May-97,42,91,LA,10303 SOUTH MALL DRIVE,SOUTH BATON ROUGE
5,186,16-May-97,314.12,91,LA,10303 SOUTH MALL DRIVE,SOUTH BATON ROUGE
5,186,23-May-97,992.62,91,LA,10303 SOUTH MALL DRIVE,SOUTH BATON ROUGE
5,186,30-May-97,479.81,91,LA,10303 SOUTH MALL DRIVE,SOUTH BATON ROUGE
5,186,6-Jun-97,105,91,LA,10303 SOUTH MALL DRIVE,SOUTH BATON ROUGE
5,186,13-Jun-97,1015.85,91,LA,10303 SOUTH MALL DRIVE,SOUTH BATON ROUGE
5,186,20-Jun-97,4289.66,91,LA,10303 SOUTH MALL DRIVE,SOUTH BATON ROUGE
5,186,27-Jun-97,974.93,91,LA,10303 SOUTH MALL DRIVE,SOUTH BATON ROUGE
5,186,7-Jul-97,1420.54,91,LA,10303 SOUTH MALL DRIVE,SOUTH BATON ROUGE
5,186,9-Jul-97,-250.75,91,LA,10303 SOUTH MALL DRIVE,SOUTH BATON ROUGE
5,186,11-Jul-97,250.13,91,LA,10303 SOUTH MALL DRIVE,SOUTH BATON ROUGE
5,186,18-Jul-97,390.2,91,LA,10303 SOUTH MALL DRIVE,SOUTH BATON ROUGE
5,186,25-Jul-97,942.69,91,LA,10303 SOUTH MALL DRIVE,SOUTH BATON ROUGE
5,186,31-Jul-97,545.3,91,LA,10303 SOUTH MALL DRIVE,SOUTH BATON ROUGE
5,186,8-Aug-97,739.34,91,LA,10303 SOUTH MALL DRIVE,SOUTH BATON ROUGE
5,232,2-Jan-97,15.87,86,TX,1920 WESTVIEW BLVD,CONROE
5,232,14-Jan-97,-62,86,TX,1920 WESTVIEW BLVD,CONROE
5,232,16-Jan-97,1901.68,86,TX,1920 WESTVIEW BLVD,CONROE
5,232,23-Jan-97,459.4,86,TX,1920 WESTVIEW BLVD,CONROE
5,232,28-Jan-97,-124,86,TX,1920 WESTVIEW BLVD,CONROE
5,232,6-Feb-97,1117.68,86,TX,1920 WESTVIEW BLVD,CONROE
5,232,20-Feb-97,3247,86,TX,1920 WESTVIEW BLVD,CONROE
